year,block,snow,otc,treatment,tussock,species,growthform,individual,DOYsf,FLB,FLE,FCC,WLC,TS,LD,notes
2011,2,A,N,A.N,I,POLBIS,forb,1,126,153,178,209,232,,,
2011,2,A,N,A.N,I,POLBIS,forb,2,126,157,196,204,224,,,
2011,2,A,N,A.N,I,POLBIS,forb,3,126,157,167,202,211,,,
2011,2,A,N,A.N,I,POLBIS,forb,4,126,157,196,216,227,,,
2011,2,A,N,A.N,I,POLBIS,forb,5,126,157,185,193,221,,,
2011,3,A,N,A.N,I,POLBIS,forb,1,125,153,159,202,216,,,
2011,3,A,N,A.N,I,POLBIS,forb,2,125,150,159,204,214,,,
2011,3,A,N,A.N,I,POLBIS,forb,4,125,157,192,214,232,,,
2011,3,A,N,A.N,I,POLBIS,forb,5,125,153,165,196,196,,,
2011,4,A,N,A.N,I,POLBIS,forb,1,126,185,196,204,224,,,
2011,4,A,N,A.N,I,POLBIS,forb,2,126,169,175,204,214,,,
2011,4,A,N,A.N,I,POLBIS,forb,3,126,172,175,193,202,,,moved marker about 5cm on DOY 172
2011,4,A,N,A.N,I,POLBIS,forb,4,126,178,202,207,,,,DOY 230 plant was killed; no more events after FCC
2011,4,A,N,A.N,I,POLBIS,forb,5,126,150,192,202,204,,,
2011,5,A,N,A.N,I,POLBIS,forb,4,129,159,172,199,199,,,
2011,5,A,N,A.N,I,POLBIS,forb,5,129,150,169,193,199,,,
2011,1,A,O,A.O,I,POLBIS,forb,4,126,157,172,218,234,,,
2011,1,A,O,A.O,I,POLBIS,forb,5,126,153,167,204,214,,,
2011,2,A,O,A.O,I,POLBIS,forb,1,126,161,169,193,209,,,
2011,2,A,O,A.O,I,POLBIS,forb,2,126,167,178,202,216,,,
2011,2,A,O,A.O,I,POLBIS,forb,3,126,153,178,207,218,,,
2011,2,A,O,A.O,I,POLBIS,forb,4,126,153,188,221,234,,,eaten
2011,2,A,O,A.O,I,POLBIS,forb,5,126,153,169,214,230,,,eaten
2011,3,A,O,A.O,I,POLBIS,forb,1,125,159,167,221,232,,,
2011,3,A,O,A.O,I,POLBIS,forb,2,125,157,175,218,230,,,
2011,3,A,O,A.O,I,POLBIS,forb,3,125,153,175,207,211,,,
2011,3,A,O,A.O,I,POLBIS,forb,4,125,157,175,218,242,,,
2011,3,A,O,A.O,I,POLBIS,forb,5,125,157,169,221,239,,,
2011,4,A,O,A.O,I,POLBIS,forb,3,126,167,,224,232,,,moved marker DOY 209; plant is missing
2011,4,A,O,A.O,I,POLBIS,forb,4,126,153,193,221,232,,,
2011,4,A,O,A.O,I,POLBIS,forb,5,126,153,185,221,234,,,
2011,1,C,N,C.N,I,POLBIS,forb,1,141,157,181,193,211,,,
2011,1,C,N,C.N,I,POLBIS,forb,2,141,157,185,193,209,,,
2011,1,C,N,C.N,I,POLBIS,forb,3,141,167,192,204,218,,,
2011,1,C,N,C.N,I,POLBIS,forb,4,141,157,193,193,196,,,
2011,1,C,N,C.N,I,POLBIS,forb,5,141,159,188,196,209,,,
2011,2,C,N,C.N,I,POLBIS,forb,1,140,153,159,196,224,,,
2011,2,C,N,C.N,I,POLBIS,forb,2,140,157,192,209,227,,,
2011,2,C,N,C.N,I,POLBIS,forb,3,140,161,202,224,232,,,
2011,2,C,N,C.N,I,POLBIS,forb,4,140,153,178,211,224,,,
2011,2,C,N,C.N,I,POLBIS,forb,5,140,157,178,214,227,,,
2011,3,C,N,C.N,I,POLBIS,forb,2,140,157,172,196,202,,,partially eaten
2011,3,C,N,C.N,I,POLBIS,forb,3,140,157,185,204,204,,,partially eaten
2011,3,C,N,C.N,I,POLBIS,forb,4,140,157,178,207,216,,, 
2011,3,C,N,C.N,I,POLBIS,forb,5,140,157,165,193,224,,,
2011,4,C,N,C.N,I,POLBIS,forb,2,141,161,178,209,232,,,
2011,4,C,N,C.N,I,POLBIS,forb,3,141,167,178,193,209,,,
2011,4,C,N,C.N,I,POLBIS,forb,4,141,157,178,196,224,,,
2011,4,C,N,C.N,I,POLBIS,forb,5,141,157,175,193,214,,,
2011,1,C,O,C.O,I,POLBIS,forb,1,141,159,185,193,193,,,
2011,1,C,O,C.O,I,POLBIS,forb,2,141,157,172,209,232,,,
2011,1,C,O,C.O,I,POLBIS,forb,3,141,165,188,209,224,,,
2011,1,C,O,C.O,I,POLBIS,forb,4,141,159,192,202,207,,,
2011,1,C,O,C.O,I,POLBIS,forb,5,141,153,165,193,199,,,eaten
2011,2,C,O,C.O,I,POLBIS,forb,1,140,153,157,221,232,,,
2011,2,C,O,C.O,I,POLBIS,forb,2,140,153,172,214,224,,,
2011,2,C,O,C.O,I,POLBIS,forb,3,140,157,165,209,214,,,
2011,2,C,O,C.O,I,POLBIS,forb,4,140,159,181,227,242,,,
2011,2,C,O,C.O,I,POLBIS,forb,5,140,,157,227,237,,,
2011,3,C,O,C.O,I,POLBIS,forb,1,140,167,178,221,234,,,
2011,3,C,O,C.O,I,POLBIS,forb,2,140,153,172,216,232,,,
2011,3,C,O,C.O,I,POLBIS,forb,3,140,153,167,196,232,,,partially eaten
2011,3,C,O,C.O,I,POLBIS,forb,4,140,159,185,214,234,,,
2011,3,C,O,C.O,I,POLBIS,forb,5,140,159,172,209,218,,,
2011,4,C,O,C.O,I,POLBIS,forb,3,141,172,175,211,221,,,moved marker about 5cm on DOY 172
2011,4,C,O,C.O,I,POLBIS,forb,4,141,153,169,221,227,,,partially eaten
2011,4,C,O,C.O,I,POLBIS,forb,5,141,150,159,209,224,,,
2011,5,C,O,C.O,I,POLBIS,forb,1,141,153,175,204,216,,,
2011,5,C,O,C.O,I,POLBIS,forb,2,141,159,172,224,232,,,
2011,5,C,O,C.O,I,POLBIS,forb,3,141,157,172,207,224,,,
2011,5,C,O,C.O,I,POLBIS,forb,4,141,153,159,211,232,,,partially eaten
2011,5,C,O,C.O,I,POLBIS,forb,5,141,167,188,204,214,,,
2011,1,A,N,A.N,I,SALPUL,deciduous shrub,1,126,143,169,202,214,234,246,
2011,1,A,N,A.N,I,SALPUL,deciduous shrub,2,126,145,167,209,227,239,246,
2011,1,A,N,A.N,I,SALPUL,deciduous shrub,3,126,143,169,207,218,237,,
2011,1,A,N,A.N,I,SALPUL,deciduous shrub,4,126,143,157,199,227,239,,
2011,1,A,N,A.N,I,SALPUL,deciduous shrub,5,126,143,167,204,227,242,,
2011,2,A,N,A.N,I,SALPUL,deciduous shrub,1,126,145,169,204,224,242,,
2011,2,A,N,A.N,I,SALPUL,deciduous shrub,2,126,145,159,196,202,239,,
2011,2,A,N,A.N,I,SALPUL,deciduous shrub,3,126,147,175,202,227,242,246,
2011,2,A,N,A.N,I,SALPUL,deciduous shrub,4,126,145,161,202,207,237,,
2011,2,A,N,A.N,I,SALPUL,deciduous shrub,5,126,143,165,202,204,237,,
2011,3,A,N,A.N,I,SALPUL,deciduous shrub,1,125,147,167,202,224,242,,
2011,3,A,N,A.N,I,SALPUL,deciduous shrub,2,125,147,172,204,211,239,242,
2011,3,A,N,A.N,I,SALPUL,deciduous shrub,3,125,145,165,202,214,242,,
2011,3,A,N,A.N,I,SALPUL,deciduous shrub,4,125,145,159,199,204,239,,
2011,3,A,N,A.N,I,SALPUL,deciduous shrub,5,125,145,159,207,216,237,,
2011,4,A,N,A.N,I,SALPUL,deciduous shrub,1,126,143,165,204,224,239,,
2011,4,A,N,A.N,I,SALPUL,deciduous shrub,2,126,143,165,199,204,232,,
2011,5,A,N,A.N,I,SALPUL,deciduous shrub,1,129,143,161,202,224,239,,
2011,5,A,N,A.N,I,SALPUL,deciduous shrub,2,129,143,165,204,230,239,246,
2011,5,A,N,A.N,I,SALPUL,deciduous shrub,3,129,143,159,207,207,239,,
2011,5,A,N,A.N,I,SALPUL,deciduous shrub,4,129,143,165,204,232,242,246,
2011,1,A,O,A.O,I,SALPUL,deciduous shrub,1,126,143,169,207,209,242,,
2011,1,A,O,A.O,I,SALPUL,deciduous shrub,2,126,143,159,202,207,242,,
2011,1,A,O,A.O,I,SALPUL,deciduous shrub,3,126,147,169,202,207,239,,
2011,1,A,O,A.O,I,SALPUL,deciduous shrub,4,126,143,150,204,224,242,,
2011,1,A,O,A.O,I,SALPUL,deciduous shrub,5,126,143,167,207,224,,,
2011,2,A,O,A.O,I,SALPUL,deciduous shrub,1,126,143,159,199,214,242,,
2011,2,A,O,A.O,I,SALPUL,deciduous shrub,2,126,143,159,202,216,239,,
2011,2,A,O,A.O,I,SALPUL,deciduous shrub,3,126,143,165,209,230,246,,
2011,2,A,O,A.O,I,SALPUL,deciduous shrub,4,126,143,157,207,227,,,
2011,2,A,O,A.O,I,SALPUL,deciduous shrub,5,126,143,167,214,214,237,242,
2011,3,A,O,A.O,I,SALPUL,deciduous shrub,1,125,143,159,196,230,,,
2011,3,A,O,A.O,I,SALPUL,deciduous shrub,2,125,143,165,196,224,246,,
2011,3,A,O,A.O,I,SALPUL,deciduous shrub,3,125,143,159,196,214,242,,
2011,3,A,O,A.O,I,SALPUL,deciduous shrub,4,125,143,165,196,221,239,,
2011,3,A,O,A.O,I,SALPUL,deciduous shrub,5,125,143,159,196,234,,,
2011,5,A,O,A.O,I,SALPUL,deciduous shrub,1,129,143,159,202,207,239,,
2011,5,A,O,A.O,I,SALPUL,deciduous shrub,2,129,143,165,202,204,239,,
2011,5,A,O,A.O,I,SALPUL,deciduous shrub,3,129,143,159,193,196,242,246,
2011,5,A,O,A.O,I,SALPUL,deciduous shrub,4,129,143,165,193,227,239,242,
2011,5,A,O,A.O,I,SALPUL,deciduous shrub,5,129,143,159,204,204,239,246,
2011,1,C,N,C.N,I,SALPUL,deciduous shrub,1,141,145,167,199,214,237,,
2011,1,C,N,C.N,I,SALPUL,deciduous shrub,2,141,145,161,202,221,234,,
2011,1,C,N,C.N,I,SALPUL,deciduous shrub,3,141,145,165,199,204,237,,
2011,1,C,N,C.N,I,SALPUL,deciduous shrub,4,141,145,161,199,209,237,,
2011,1,C,N,C.N,I,SALPUL,deciduous shrub,5,141,145,167,199,218,234,,
2011,2,C,N,C.N,I,SALPUL,deciduous shrub,1,140,145,169,207,232,239,,
2011,2,C,N,C.N,I,SALPUL,deciduous shrub,2,140,145,165,207,224,239,246,
2011,2,C,N,C.N,I,SALPUL,deciduous shrub,3,140,145,172,207,230,234,242,
2011,2,C,N,C.N,I,SALPUL,deciduous shrub,4,140,145,169,202,227,234,246,
2011,2,C,N,C.N,I,SALPUL,deciduous shrub,5,140,145,167,207,234,242,,
2011,3,C,N,C.N,I,SALPUL,deciduous shrub,1,140,143,165,204,218,239,,
2011,3,C,N,C.N,I,SALPUL,deciduous shrub,2,140,145,159,204,207,237,,
2011,3,C,N,C.N,I,SALPUL,deciduous shrub,3,140,145,165,196,202,237,,
2011,3,C,N,C.N,I,SALPUL,deciduous shrub,4,140,145,159,204,214,239,,
2011,3,C,N,C.N,I,SALPUL,deciduous shrub,5,140,145,159,204,209,242,,
2011,4,C,N,C.N,I,SALPUL,deciduous shrub,1,141,145,172,204,221,242,,
2011,4,C,N,C.N,I,SALPUL,deciduous shrub,2,141,145,172,211,227,242,,
2011,1,C,O,C.O,I,SALPUL,deciduous shrub,1,141,145,169,207,227,237,242,
2011,1,C,O,C.O,I,SALPUL,deciduous shrub,2,141,145,167,207,214,242,,
2011,1,C,O,C.O,I,SALPUL,deciduous shrub,3,141,145,157,202,204,237,,
2011,1,C,O,C.O,I,SALPUL,deciduous shrub,4,141,145,157,196,202,237,246,
2011,1,C,O,C.O,I,SALPUL,deciduous shrub,5,141,145,167,204,227,234,,
2011,2,C,O,C.O,I,SALPUL,deciduous shrub,1,140,145,159,207,232,246,,
2011,2,C,O,C.O,I,SALPUL,deciduous shrub,2,140,145,159,202,227,237,246,
2011,2,C,O,C.O,I,SALPUL,deciduous shrub,3,140,145,169,207,224,242,,
2011,3,C,O,C.O,I,SALPUL,deciduous shrub,1,140,145,157,202,214,239,,
2011,3,C,O,C.O,I,SALPUL,deciduous shrub,2,140,147,196,202,207,242,,moved on DOY 196; previous individual dead
2011,3,C,O,C.O,I,SALPUL,deciduous shrub,3,140,145,159,202,224,239,,
2011,3,C,O,C.O,I,SALPUL,deciduous shrub,4,140,145,161,196,209,237,242,
2011,3,C,O,C.O,I,SALPUL,deciduous shrub,5,140,145,161,196,196,196,,all leaves yellow/brown on DOY 196- early senescence or plant is dead
2011,4,C,O,C.O,I,SALPUL,deciduous shrub,1,141,145,165,204,224,239,242,
2011,4,C,O,C.O,I,SALPUL,deciduous shrub,2,141,145,169,196,202,239,,
2011,4,C,O,C.O,I,SALPUL,deciduous shrub,3,141,145,165,207,221,239,,
2011,4,C,O,C.O,I,SALPUL,deciduous shrub,4,141,145,169,202,221,237,,insect eggs
2011,4,C,O,C.O,I,SALPUL,deciduous shrub,5,141,145,169,202,227,242,,
2011,5,C,O,C.O,I,SALPUL,deciduous shrub,1,141,145,159,204,211,242,,
2011,5,C,O,C.O,I,SALPUL,deciduous shrub,2,141,145,159,204,227,242,,red spots on leaves; insect eggs
2011,5,C,O,C.O,I,SALPUL,deciduous shrub,3,141,145,159,214,230,239,246,
2011,5,C,O,C.O,I,SALPUL,deciduous shrub,4,141,145,172,209,227,237,,
2011,5,C,O,C.O,I,SALPUL,deciduous shrub,5,141,145,165,204,214,239,,
2011,1,A,N,A.N,I,VACVIT,evergreen shrub,1,126,159,172,234,,,,
2011,1,A,N,A.N,I,VACVIT,evergreen shrub,2,126,178,185,237,242,,,
2011,1,A,N,A.N,I,VACVIT,evergreen shrub,4,126,157,178,234,242,,,
2011,1,A,N,A.N,I,VACVIT,evergreen shrub,5,126,167,175,,,,,
2011,2,A,N,A.N,I,VACVIT,evergreen shrub,1,126,192,211,234,246,,,
2011,2,A,N,A.N,I,VACVIT,evergreen shrub,2,126,165,196,234,242,,,
2011,2,A,N,A.N,I,VACVIT,evergreen shrub,3,126,165,172,234,,,,
2011,2,A,N,A.N,I,VACVIT,evergreen shrub,4,126,165,188,239,242,,,
2011,2,A,N,A.N,I,VACVIT,evergreen shrub,5,126,159,175,,,,,
2011,3,A,N,A.N,I,VACVIT,evergreen shrub,1,125,172,196,234,,,,individual was previously missing; found marker outside the plot and moved back in to new plant
2011,3,A,N,A.N,I,VACVIT,evergreen shrub,2,125,178,188,234,,,,
2011,3,A,N,A.N,I,VACVIT,evergreen shrub,3,125,169,188,234,,,,
2011,3,A,N,A.N,I,VACVIT,evergreen shrub,5,125,159,181,234,242,,,
2011,4,A,N,A.N,I,VACVIT,evergreen shrub,1,126,157,181,234,246,,,
2011,4,A,N,A.N,I,VACVIT,evergreen shrub,2,126,181,188,234,242,,,
2011,4,A,N,A.N,I,VACVIT,evergreen shrub,3,126,153,178,234,242,,,
2011,4,A,N,A.N,I,VACVIT,evergreen shrub,4,126,,,234,,,,
2011,4,A,N,A.N,I,VACVIT,evergreen shrub,5,126,192,211,237,242,,,
2011,5,A,N,A.N,I,VACVIT,evergreen shrub,1,129,157,196,234,,,,
2011,5,A,N,A.N,I,VACVIT,evergreen shrub,2,129,,,234,242,,,
2011,5,A,N,A.N,I,VACVIT,evergreen shrub,3,129,,,234,246,,,
2011,5,A,N,A.N,I,VACVIT,evergreen shrub,4,129,178,199,234,242,,,
2011,5,A,N,A.N,I,VACVIT,evergreen shrub,5,129,167,178,234,246,,,
2011,1,A,O,A.O,I,VACVIT,evergreen shrub,1,126,165,175,,,,,
2011,1,A,O,A.O,I,VACVIT,evergreen shrub,2,126,157,178,234,,,,
2011,1,A,O,A.O,I,VACVIT,evergreen shrub,3,126,167,178,234,,,,
2011,1,A,O,A.O,I,VACVIT,evergreen shrub,4,126,169,178,237,,,,
2011,1,A,O,A.O,I,VACVIT,evergreen shrub,5,126,172,181,237,,,,
2011,2,A,O,A.O,I,VACVIT,evergreen shrub,1,126,172,175,234,246,,,
2011,2,A,O,A.O,I,VACVIT,evergreen shrub,2,126,159,172,234,246,,,
2011,2,A,O,A.O,I,VACVIT,evergreen shrub,3,126,157,169,234,246,,,
2011,2,A,O,A.O,I,VACVIT,evergreen shrub,4,126,157,169,239,246,,,
2011,2,A,O,A.O,I,VACVIT,evergreen shrub,5,126,165,169,234,242,,,
2011,3,A,O,A.O,I,VACVIT,evergreen shrub,1,125,172,192,234,242,,,
2011,3,A,O,A.O,I,VACVIT,evergreen shrub,2,125,172,192,234,242,,,
2011,3,A,O,A.O,I,VACVIT,evergreen shrub,3,125,172,192,234,242,,,
2011,3,A,O,A.O,I,VACVIT,evergreen shrub,4,125,161,172,,,,,
2011,3,A,O,A.O,I,VACVIT,evergreen shrub,5,125,161,178,239,,,,
2011,4,A,O,A.O,I,VACVIT,evergreen shrub,1,126,157,178,246,,,,
2011,4,A,O,A.O,I,VACVIT,evergreen shrub,2,126,157,181,234,246,,,
2011,4,A,O,A.O,I,VACVIT,evergreen shrub,3,126,150,178,237,246,,,
2011,4,A,O,A.O,I,VACVIT,evergreen shrub,4,126,157,192,239,,,,
2011,4,A,O,A.O,I,VACVIT,evergreen shrub,5,126,157,192,234,,,,
2011,5,A,O,A.O,I,VACVIT,evergreen shrub,1,129,165,181,234,,,,
2011,5,A,O,A.O,I,VACVIT,evergreen shrub,2,129,161,181,234,242,,,
2011,5,A,O,A.O,I,VACVIT,evergreen shrub,3,129,159,172,234,242,,,
2011,5,A,O,A.O,I,VACVIT,evergreen shrub,4,129,167,172,234,242,,,
2011,5,A,O,A.O,I,VACVIT,evergreen shrub,5,129,153,188,234,242,,,
2011,1,C,N,C.N,I,VACVIT,evergreen shrub,1,141,192,196,234,246,,,
2011,1,C,N,C.N,I,VACVIT,evergreen shrub,2,141,167,175,237,,,,
2011,1,C,N,C.N,I,VACVIT,evergreen shrub,3,141,159,199,234,242,,,
2011,1,C,N,C.N,I,VACVIT,evergreen shrub,4,141,172,181,237,,,,
2011,1,C,N,C.N,I,VACVIT,evergreen shrub,5,141,188,192,234,242,,,
2011,2,C,N,C.N,I,VACVIT,evergreen shrub,1,140,159,188,234,246,,,
2011,2,C,N,C.N,I,VACVIT,evergreen shrub,2,140,,,246,,,,
2011,2,C,N,C.N,I,VACVIT,evergreen shrub,3,140,178,181,234,246,,,
2011,2,C,N,C.N,I,VACVIT,evergreen shrub,4,140,172,188,234,,,,
2011,2,C,N,C.N,I,VACVIT,evergreen shrub,5,140,178,181,234,242,,,
2011,3,C,N,C.N,I,VACVIT,evergreen shrub,1,140,172,178,234,,,,
2011,3,C,N,C.N,I,VACVIT,evergreen shrub,2,140,178,181,246,,,,
2011,3,C,N,C.N,I,VACVIT,evergreen shrub,3,140,188,192,237,,,,
2011,3,C,N,C.N,I,VACVIT,evergreen shrub,4,140,185,199,239,242,,,
2011,3,C,N,C.N,I,VACVIT,evergreen shrub,5,140,,181,234,242,,,individual is dead; moved slightly (abt 1cm) on DOY 181
2011,4,C,N,C.N,I,VACVIT,evergreen shrub,1,141,165,175,234,,,,
2011,4,C,N,C.N,I,VACVIT,evergreen shrub,2,141,157,178,237,,,,
2011,4,C,N,C.N,I,VACVIT,evergreen shrub,3,141,157,165,234,242,,,
2011,4,C,N,C.N,I,VACVIT,evergreen shrub,4,141,,,234,246,,,
2011,4,C,N,C.N,I,VACVIT,evergreen shrub,5,141,178,196,234,242,,,
2011,5,C,N,C.N,I,VACVIT,evergreen shrub,1,141,153,196,246,,,,
2011,5,C,N,C.N,I,VACVIT,evergreen shrub,2,141,157,199,234,,,,
2011,5,C,N,C.N,I,VACVIT,evergreen shrub,3,141,169,175,234,,,,
2011,5,C,N,C.N,I,VACVIT,evergreen shrub,4,141,192,196,234,,,,
2011,5,C,N,C.N,I,VACVIT,evergreen shrub,5,141,,,234,242,,,
2011,1,C,O,C.O,I,VACVIT,evergreen shrub,1,141,169,175,234,242,,,
2011,1,C,O,C.O,I,VACVIT,evergreen shrub,2,141,161,178,234,246,,,
2011,1,C,O,C.O,I,VACVIT,evergreen shrub,3,141,172,178,239,,,,
2011,1,C,O,C.O,I,VACVIT,evergreen shrub,4,141,161,172,,,,,
2011,1,C,O,C.O,I,VACVIT,evergreen shrub,5,141,157,172,242,,,,
2011,2,C,O,C.O,I,VACVIT,evergreen shrub,1,140,157,172,239,,,,
2011,2,C,O,C.O,I,VACVIT,evergreen shrub,2,140,159,172,246,,,,
2011,2,C,O,C.O,I,VACVIT,evergreen shrub,3,140,167,175,246,,,,
2011,2,C,O,C.O,I,VACVIT,evergreen shrub,4,140,161,175,239,,,,
2011,2,C,O,C.O,I,VACVIT,evergreen shrub,5,140,159,175,234,242,,,
2011,3,C,O,C.O,I,VACVIT,evergreen shrub,1,140,161,178,239,,,,
2011,3,C,O,C.O,I,VACVIT,evergreen shrub,2,140,159,172,239,,,,
2011,3,C,O,C.O,I,VACVIT,evergreen shrub,3,140,172,199,234,242,,,
2011,3,C,O,C.O,I,VACVIT,evergreen shrub,4,140,153,178,239,,,,
2011,3,C,O,C.O,I,VACVIT,evergreen shrub,5,140,159,169,234,242,,,
2011,4,C,O,C.O,I,VACVIT,evergreen shrub,1,141,185,188,239,,,,
2011,4,C,O,C.O,I,VACVIT,evergreen shrub,2,141,,181,237,242,,,
2011,4,C,O,C.O,I,VACVIT,evergreen shrub,3,141,161,169,234,,,,
2011,4,C,O,C.O,I,VACVIT,evergreen shrub,4,141,147,175,234,,,,
2011,4,C,O,C.O,I,VACVIT,evergreen shrub,5,141,147,175,,,,,
2011,5,C,O,C.O,I,VACVIT,evergreen shrub,1,141,181,185,234,246,,,
2011,5,C,O,C.O,I,VACVIT,evergreen shrub,2,141,153,178,234,242,,,
2011,5,C,O,C.O,I,VACVIT,evergreen shrub,3,141,172,175,234,242,,,
2011,5,C,O,C.O,I,VACVIT,evergreen shrub,4,141,172,175,234,242,,,
2011,5,C,O,C.O,I,VACVIT,evergreen shrub,5,141,175,178,234,242,,,
2012,1,A,N,A.N,I,BETNAN,,1,137,142,158,200,234,,,
2012,1,A,N,A.N,I,BETNAN,,2,137,142,158,181,234,,,
2012,1,A,N,A.N,I,BETNAN,,3,137,142,158,181,234,,,
2012,1,A,N,A.N,I,BETNAN,,4,137,154,158,205,234,,,
2012,1,A,N,A.N,I,BETNAN,,5,137,142,160,205,234,,,
2012,2,A,N,A.N,I,BETNAN,,1,137,142,158,181,234,,,
2012,2,A,N,A.N,I,BETNAN,,2,137,142,156,181,234,,,
2012,2,A,N,A.N,I,BETNAN,,3,137,142,158,,234,,,
2012,2,A,N,A.N,I,BETNAN,,4,137,142,158,200,234,,,
2012,2,A,N,A.N,I,BETNAN,,5,137,142,156,185,234,,,
2012,3,A,N,A.N,I,BETNAN,,1,136,142,158,210,234,,,
2012,3,A,N,A.N,I,BETNAN,,2,136,142,156,210,234,,,
2012,3,A,N,A.N,I,BETNAN,,3,136,142,158,200,,,,
2012,3,A,N,A.N,I,BETNAN,,4,136,142,158,205,234,,,
2012,3,A,N,A.N,I,BETNAN,,5,136,142,158,200,210,,,
2012,4,A,N,A.N,I,BETNAN,,1,136,142,158,181,234,,,
2012,4,A,N,A.N,I,BETNAN,,2,136,149,160,210,234,,,
2012,4,A,N,A.N,I,BETNAN,,3,136,142,158,181,234,,,"marked new individual on doy 163, previous individual dead"
2012,4,A,N,A.N,I,BETNAN,,4,136,142,158,205,234,,,"new individual marked on DOY 168, previous individual dead"
2012,4,A,N,A.N,I,BETNAN,,5,136,142,158,205,234,,,
2012,5,A,N,A.N,I,BETNAN,,1,136,142,160,,234,,,
2012,5,A,N,A.N,I,BETNAN,,2,136,142,158,,234,,,
2012,5,A,N,A.N,I,BETNAN,,3,136,142,160,205,234,,,
2012,5,A,N,A.N,I,BETNAN,,4,136,142,160,210,234,,,
2012,5,A,N,A.N,I,BETNAN,,5,136,142,158,,234,,,
2012,1,A,O,A.O,I,BETNAN,,1,137,142,160,185,234,,,
2012,1,A,O,A.O,I,BETNAN,,2,137,145,158,,234,,,
2012,1,A,O,A.O,I,BETNAN,,3,137,142,154,185,234,,,
2012,1,A,O,A.O,I,BETNAN,,4,137,142,156,181,234,,,
2012,1,A,O,A.O,I,BETNAN,,5,137,142,154,181,210,,,
2012,2,A,O,A.O,I,BETNAN,,1,137,142,156,196,234,,,
2012,2,A,O,A.O,I,BETNAN,,2,137,145,158,210,234,,,
2012,2,A,O,A.O,I,BETNAN,,3,137,142,154,,234,,,
2012,2,A,O,A.O,I,BETNAN,,4,137,142,156,,234,,,
2012,2,A,O,A.O,I,BETNAN,,5,137,142,154,181,234,,,
2012,3,A,O,A.O,I,BETNAN,,1,136,142,156,181,234,,,
2012,3,A,O,A.O,I,BETNAN,,2,136,142,158,185,234,,,
2012,3,A,O,A.O,I,BETNAN,,3,136,142,156,192,200,,,
2012,3,A,O,A.O,I,BETNAN,,4,136,142,158,210,210,,,
2012,3,A,O,A.O,I,BETNAN,,5,136,142,156,234,234,,,
2012,4,A,O,A.O,I,BETNAN,,1,136,142,156,,234,,,
2012,4,A,O,A.O,I,BETNAN,,2,136,149,156,,234,,,
2012,5,A,O,A.O,I,BETNAN,,1,136,142,158,181,234,,,
2012,5,A,O,A.O,I,BETNAN,,2,136,142,156,181,234,,,
2012,5,A,O,A.O,I,BETNAN,,3,136,145,160,,234,,,
2012,5,A,O,A.O,I,BETNAN,,4,136,142,158,,234,,,
2012,5,A,O,A.O,I,BETNAN,,5,136,142,158,181,234,,,
2012,1,C,N,C.N,I,BETNAN,,1,149,154,163,205,234,,,
2012,1,C,N,C.N,I,BETNAN,,2,149,154,163,210,234,,,
2012,1,C,N,C.N,I,BETNAN,,3,149,154,163,205,234,,,
2012,1,C,N,C.N,I,BETNAN,,4,149,154,163,205,234,,,
2012,1,C,N,C.N,I,BETNAN,,5,149,154,163,205,234,,,
2012,2,C,N,C.N,I,BETNAN,,1,145,149,163,205,234,,,
2012,2,C,N,C.N,I,BETNAN,,2,145,149,163,205,234,,,
2012,2,C,N,C.N,I,BETNAN,,3,145,151,163,205,234,,,
2012,2,C,N,C.N,I,BETNAN,,4,145,145,163,205,234,,,
2012,2,C,N,C.N,I,BETNAN,,5,145,151,163,205,234,,,
2012,3,C,N,C.N,I,BETNAN,,1,144,149,160,181,234,,,
2012,3,C,N,C.N,I,BETNAN,,2,144,145,163,185,234,,,
2012,3,C,N,C.N,I,BETNAN,,3,144,145,160,,234,,,"stem with beads was found broken on doy 139, moved beads to new stem on same plant"
2012,3,C,N,C.N,I,BETNAN,,4,144,145,160,181,234,,,
2012,3,C,N,C.N,I,BETNAN,,5,144,145,163,210,234,,,
2012,4,C,N,C.N,I,BETNAN,,1,144,145,163,,234,,,
2012,4,C,N,C.N,I,BETNAN,,2,144,145,163,,234,,,
2012,4,C,N,C.N,I,BETNAN,,3,144,145,163,,234,,,
2012,4,C,N,C.N,I,BETNAN,,4,144,145,160,205,234,,,
2012,4,C,N,C.N,I,BETNAN,,5,144,145,160,,234,,,
2012,5,C,N,C.N,I,BETNAN,,1,144,149,163,200,205,,,"vole destruction, marker moved to new individual doy 139"
2012,5,C,N,C.N,I,BETNAN,,2,144,145,163,185,234,,,
2012,5,C,N,C.N,I,BETNAN,,3,144,145,163,,234,,,
2012,5,C,N,C.N,I,BETNAN,,4,144,145,163,181,234,,,
2012,5,C,N,C.N,I,BETNAN,,5,144,149,163,,234,,,
2012,1,C,O,C.O,I,BETNAN,,1,149,154,163,181,234,,,
2012,1,C,O,C.O,I,BETNAN,,2,149,154,160,185,234,,,
2012,1,C,O,C.O,I,BETNAN,,3,149,154,160,181,234,,,
2012,1,C,O,C.O,I,BETNAN,,4,149,154,160,181,234,,,
2012,1,C,O,C.O,I,BETNAN,,5,149,154,160,181,234,,,
2012,2,C,O,C.O,I,BETNAN,,1,145,145,160,,234,,,
2012,2,C,O,C.O,I,BETNAN,,2,145,145,160,,234,,,"moved on doy 178, previous individual dead"
